0,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,HARD,GIO,2.0,97.066,Qualifying,22.59629629629629,26.06296296296296,61.65185185185184,0.0,14.0,16.0,2.0,1.0,28.0,27.0,5.554,55,-0.10932098765432076,105.8906296296296,0.05658360709592593,100.60738107752961,,
1,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,HARD,RAI,2.0,97.555,Qualifying,22.893023255813947,26.581395348837216,58.38139534883721,0.0,15.0,12.0,2.0,,12.0,43.0,5.554,55,0.005000000000001887,105.237,-0.07719526355997039,106.35222841864024,-0.01030582823202223,103.47980474808492
2,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,MEDIUM,GIO,1.0,97.066,Qualifying,23.44074074074074,28.00740740740741,52.51111111111112,0.0,14.0,16.0,1.0,1.0,1.0,27.0,5.554,55,-0.10932098765432076,105.8906296296296,-0.36524746743849507,116.7067001447178,,
3,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,MEDIUM,RAI,1.0,97.555,Qualifying,23.56,28.880000000000003,51.65999999999999,0.0,15.0,12.0,1.0,1.0,1.0,10.0,5.554,55,0.005000000000001887,105.237,0.21679999999998606,104.27310000000008,-0.0742237337192545,110.48990007235895
4,Abu Dhabi Grand Prix,17,2020,Alfa Romeo Racing,MEDIUM,RAI,2.0,97.555,Qualifying,23.4,27.9,51.7,0.0,15.0,12.0,2.0,,11.0,1.0,5.554,55,0.005000000000001887,105.237,-0.07719526355997039,106.35222841864024,,
5,Abu Dhabi Grand Prix,17,2020,AlphaTauri,HARD,GAS,2.0,96.242,Qualifying,22.89777777777777,26.59777777777777,58.27999999999999,0.0,9.0,8.0,2.0,1.0,11.0,45.0,5.554,55,0.014027777777776989,104.43225,-0.04707385928438511,105.0468376189955,,
6,Abu Dhabi Grand Prix,17,2020,AlphaTauri,HARD,KVY,2.0,95.963,Qualifying,22.909090909090903,26.609090909090916,58.2090909090909,0.0,7.0,11.0,2.0,1.0,11.0,44.0,5.554,55,1.2404000000000002,100.77346666666668,-0.06314272962346375,105.85363858878542,-0.05510829445392443,105.45023810389046
7,Abu Dhabi Grand Prix,17,2020,AlphaTauri,SOFT,GAS,1.0,96.242,Qualifying,23.56,28.910000000000004,51.65,0.0,9.0,8.0,1.0,4.0,1.0,10.0,5.554,55,0.014027777777776989,104.43225,0.11349999999998596,103.8905000000001,,
8,Abu Dhabi Grand Prix,17,2020,AlphaTauri,SOFT,KVY,1.0,95.963,Qualifying,23.56,28.910000000000004,51.65,0.0,7.0,11.0,1.0,4.0,1.0,10.0,5.554,55,1.2404000000000002,100.77346666666668,0.08319999999999722,104.21390000000001,0.09834999999999158,104.05220000000006
9,Abu Dhabi Grand Prix,17,2020,Ferrari,HARD,LEC,2.0,95.881,Qualifying,22.709375,26.209375,60.590625,0.0,12.0,13.0,2.0,1.0,23.0,32.0,5.554,55,-0.11045454545454614,105.45803030303031,0.011246520342613794,102.56083940042816,,
10,Abu Dhabi Grand Prix,17,2020,Ferrari,HARD,VET,1.0,96.631,Qualifying,23.311428571428568,27.685714285714287,54.19714285714287,0.0,13.0,14.0,1.0,1.0,1.0,35.0,5.554,55,-0.062190476190476726,105.09090476190474,-0.03623938848920894,105.13808651079138,,
11,Abu Dhabi Grand Prix,17,2020,Ferrari,MEDIUM,LEC,1.0,95.881,Qualifying,23.477272727272723,28.236363636363635,51.877272727272725,0.0,12.0,13.0,1.0,4.0,1.0,22.0,5.554,55,-0.11045454545454614,105.45803030303031,0.1352611464968169,107.16758193398952,,
12,Abu Dhabi Grand Prix,17,2020,Ferrari,MEDIUM,VET,2.0,96.631,Qualifying,22.50526315789474,25.831578947368417,62.09473684210526,0.0,13.0,14.0,2.0,1.0,36.0,19.0,5.554,55,-0.062190476190476726,105.09090476190474,0.08983838383838368,98.92649494949495,,
13,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,HARD,FIT,2.0,98.173,Qualifying,23.2125,27.229166666666668,55.23749999999999,0.0,17.0,19.0,2.0,1.0,11.0,24.0,5.554,55,-0.08154895366218355,107.03917526158446,-0.05743676470588144,106.9438264705882,,
14,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,HARD,MAG,1.0,97.863,Qualifying,23.36774193548387,27.835483870967742,53.53225806451613,0.0,20.0,18.0,1.0,1.0,1.0,31.0,5.554,55,-0.09289579684763528,106.44164477524807,-0.3130851501977584,114.60559552838886,,
15,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,FIT,1.0,98.173,Qualifying,23.55,28.880000000000003,51.73,0.0,17.0,19.0,1.0,1.0,1.0,10.0,5.554,55,-0.08154895366218355,107.03917526158446,0.18599999999998726,105.40666666666674,,
16,Abu Dhabi Grand Prix,17,2020,Haas F1 Team,MEDIUM,FIT,3.0,98.173,Qualifying,22.6,25.992857142857144,61.84285714285714,0.0,17.0,19.0,3.0,1.0,35.0,14.0,5.554,55,-0.08154895366218355,107.03917526158446,0.2348131067961158,95.27287621359224,,
